partition,output
0.021586990637761018,Quinter|KS|67752|39.0363|-100.2337|1399
0.021591521959626214,Saint Joe|AR|72675|35.9877|-92.7928|1399
0.02159605328149141,Toquerville|UT|84774|37.2377|-113.3323|1399
0.021600584603356607,Fort Valley|VA|22652|38.8407|-78.4276|1399
0.021605115925221803,Penfield|PA|15849|41.2085|-78.5791|1399
0.021609650486059027,Moapa|NV|89025|36.6916|-114.6514|1400
0.021614185046896252,Palouse|WA|99161|46.9076|-117.0855|1400
0.021618722846705504,Watersmeet|MI|49969|46.2542|-89.2108|1401
0.021623260646514757,Hop Bottom|PA|18824|41.6932|-75.7897|1401
0.02162779844632401,Bradley|CA|93426|35.8093|-120.9728|1401
0.02163233624613326,Pittsburg|IL|62974|37.8047|-88.8081|1401
0.02163687728491454,Keeling|VA|24566|36.7156|-79.2783|1402
0.021641418323695816,Roca|NE|68430|40.6702|-96.6391|1402
0.021645959362477093,Dulac|LA|70353|29.3695|-90.697|1402
0.02165050040125837,Marshfield|VT|05658|44.3218|-72.375|1402
0.021655041440039647,Francisco|IN|47649|38.333|-87.4536|1402
0.021659585717792952,Cornish|ME|04020|43.7796|-70.7784|1403
0.021664129995546257,Birmingham|AL|35254|33.5446|-86.9292|493806
0.021668674273299562,Woodburn|KY|42170|36.8557|-86.5623|1403
0.021673218551052868,Tillar|AR|71670|33.6981|-91.4433|1403
0.021677762828806173,Myton|UT|84052|40.194|-110.0481|1403
0.021682307106559478,Burke|NY|12917|44.9177|-74.1731|1403
0.021686851384312783,Colorado Springs|CO|80926|38.6981|-104.8505|525713
0.021691398901038113,Vergas|MN|56587|46.6706|-95.7948|1404
0.021695946417763443,Brunswick|MO|65236|39.4374|-93.1187|1404
0.021700493934488772,Lowman|NY|14861|42.0694|-76.693|1404
0.02170504469018613,Thornton|CA|95686|38.2261|-121.4236|1405
0.021709595445883488,Stafford|KS|67578|37.9554|-98.5929|1405
0.021714146201580846,East Concord|NY|14055|42.5466|-78.611|1405
0.021718696957278204,Sidney Center|NY|13839|42.2441|-75.2871|1405
0.021723250951947586,Philip|SD|57567|44.055|-101.6876|1406
0.02172780494661697,Boston|VA|22713|38.5382|-78.1423|1406
0.02173235894128635,Oakley|UT|84055|40.7243|-111.2456|1406
0.021736912935955734,Crowell|TX|79227|33.9912|-99.6983|1406
0.021741470169597144,Moravia|IA|52571|40.8825|-92.8534|1407
0.021746027403238555,Ewing|MO|63440|39.9962|-91.7216|1407
0.021750584636879965,Jetmore|KS|67854|38.0738|-99.9327|1407
0.021755141870521376,Anita|IA|50020|41.45|-94.7794|1407
0.021759699104162786,Garfield|MN|56332|45.9847|-95.5066|1407
0.021764256337804197,Cygnet|OH|43413|41.247|-83.6142|1407
0.021768813571445608,Danby|VT|05739|43.3583|-73.0128|1407
0.021773370805087018,Tilden|NE|68781|42.0496|-97.8223|1407
0.021777931277700457,Eastford|CT|06242|41.8771|-72.0895|1408
0.021782491750313895,Eureka|NV|89316|39.5897|-115.9943|1408
0.021787052222927334,Pleasant Hill|IL|62366|39.4467|-90.877|1408
0.021791612695540773,Clarkfield|MN|56223|44.7743|-95.8304|1408
0.02179617316815421,Walnut Grove|MN|56180|44.2294|-95.4965|1408
0.021800736879739675,Clarissa|MN|56440|46.1373|-94.9572|1409
0.021805300591325138,Brenton|WV|24818|37.5988|-81.6264|1409
0.0218098643029106,Towanda|IL|61776|40.5533|-88.8886|1409
0.021814428014496064,Prattsville|AR|72129|34.3079|-92.5131|1409
0.021818991726081528,Atlantic|PA|16111|41.5333|-80.2863|1409
0.02182355543766699,Sheffield|IL|61361|41.3949|-89.7115|1409
0.021828119149252454,Taylor|WI|54659|44.2899|-91.1128|1409
0.021832682860837917,Charleston|ME|04422|45.067|-69.0869|1409
0.02183724981139541,Wellington|MO|64097|39.1258|-93.9855|1410
0.0218418167619529,Hartford|CT|06103|41.7672|-72.676|123919
0.02184638371251039,Fort Johnson|NY|12070|42.9765|-74.2484|1410
0.021850950663067883,Colfax|IL|61728|40.5704|-88.62|1410
0.021855517613625374,Goodspring|TN|38460|35.1167|-87.1278|1410
0.021860084564182865,Victor|IA|52347|41.729|-92.2842|1410
0.02186465475371238,Bon Wier|TX|75928|30.6876|-93.7665|1411
0.021869224943241897,Bunch|OK|74931|35.723|-94.7454|1411
0.021873795132771413,Bodega Bay|CA|94923|38.3309|-123.0373|1411
0.02187836532230093,Clark Fork|ID|83811|48.1405|-116.1699|1411
0.021882938750802473,Sadler|TX|76264|33.731|-96.84|1412
0.021887512179304017,Palermo|CA|95968|39.4361|-121.5454|1412
0.02189208560780556,Plantersville|AL|36758|32.6176|-86.9475|1412
0.021896659036307106,Clallam Bay|WA|98326|48.2255|-124.2015|1412
0.02190123246480865,Cherryfield|ME|04622|44.6228|-67.9436|1412
0.021905809132282218,Saint Cloud|WI|53079|43.8074|-88.1845|1413
0.021910385799755787,Corpus Christi|TX|78406|27.7684|-97.5144|306433
0.021914962467229356,Cartersville|VA|23027|37.6479|-78.1389|1413
0.021919539134702924,Salix|PA|15952|40.2986|-78.7816|1413
0.021924115802176493,North Ferrisburg|VT|05473|44.2515|-73.2033|1413
0.02192869570862209,Cairo|NE|68824|41.0002|-98.6165|1414
0.021933275615067686,Sherrill|IA|52073|42.6171|-90.8115|1414
0.021937855521513283,Neah Bay|WA|98357|48.328|-124.6151|1414
0.02194243542795888,Pearlington|MS|39572|30.2508|-89.6011|1414
0.021947015334404477,Glencoe|KY|41046|38.7229|-84.8116|1414
0.0219515984798221,Belleville|WV|26133|39.1314|-81.6923|1415
0.021956181625239726,Urich|MO|64788|38.4449|-93.9785|1415
0.021960768009629376,Bluff Dale|TX|76433|32.2884|-98.0539|1416
0.021965354394019025,Hebron|ME|04238|44.2021|-70.3754|1416
0.021969940778408675,Norborne|MO|64668|39.3299|-93.6761|1416
0.021974527162798324,Dighton|KS|67839|38.4742|-100.4647|1416
0.02197911678616,Kingston|ID|83839|47.5509|-116.2887|1417
0.02198370640952168,Monte Rio|CA|95462|38.4706|-123.0172|1417
0.021988296032883357,Cushing|MN|56443|46.2022|-94.6185|1417
0.021992885656245034,Glen Daniel|WV|25844|37.8251|-81.3858|1417
0.021997475279606712,Agency|MO|64401|39.6662|-94.717|1417
0.02200206490296839,Pinetta|FL|32350|30.5997|-83.3405|1417
0.022006654526330067,Center Ridge|AR|72027|35.3981|-92.5582|1417
0.02201124738866377,Spruce Pine|AL|35585|34.4246|-87.8145|1418
0.02201584025099747,East Rochester|OH|44625|40.7563|-81.0175|1418
0.0220204363523032,Medway|ME|04460|45.607|-68.5227|1419
0.02202503245360893,Burlington Flats|NY|13315|42.7516|-75.169|1419
0.022029628554914662,Chama|NM|87520|36.8962|-106.5829|1419
0.022034227895192417,Brighton|IA|52540|41.1543|-91.8284|1420
0.02203882723547017,Dubberly|LA|71024|32.5192|-93.2142|1420
0.022043426575747926,Lowell|OR|97452|43.921|-122.7806|1420
0.02204802591602568,Novinger|MO|63559|40.2685|-92.7172|1420
0.022052628495275464,Leavenworth|IN|47137|38.1865|-86.3838|1421
0.022057231074525247,Wallace|WV|26448|39.4117|-80.4865|1421
0.02206183365377503,Danese|WV|25831|37.9567|-80.9379|1421
0.022066436233024813,Macy|NE|68039|42.1177|-96.3589|1421
0.022071042051246624,New Philadelphia|PA|17959|40.6754|-76.1558|1422
0.022075647869468435,Wakefield|KS|67487|39.2249|-97.0229|1422
0.022080253687690246,Watson|IL|62473|38.9906|-88.5584|1422
0.022084862744884082,Altura|MN|55910|44.1361|-91.9745|1423
0.022089471802077917,Taneyville|MO|65759|36.7405|-93.028|1423
0.022094080859271753,Kingsford Heights|IN|46346|41.4802|-86.6919|1423
0.022098693155437617,Cornish|NH|03745|43.4963|-72.3394|1424
0.02210330545160348,Wickes|AR|71973|34.3088|-94.3403|1424
0.022107917747769344,Pickton|TX|75471|33.0519|-95.3851|1424
0.022112530043935208,Dudley|GA|31022|32.5259|-83.0899|1424
0.022117145579073096,West Springfield|PA|16443|41.9465|-80.465|1425
0.022121761114210985,Elmwood|TN|38560|36.2355|-85.8808|1425
0.022126376649348873,Lohman|MO|65053|38.5484|-92.3842|1425
0.02213099218448676,Earth|TX|79031|34.2415|-102.4213|1425
0.02213560771962465,Hopewell|OH|43746|39.9601|-82.1756|1425
0.022140226493734566,Patagonia|AZ|85624|31.5353|-110.6968|1426
0.022144845267844483,Dahlgren|IL|62828|38.1975|-88.6363|1426
0.0221494640419544,Sedalia|KY|42079|36.5748|-88.5815|1426
0.022154082816064315,Princeton|IA|52768|41.6858|-90.3706|1426
0.022158701590174232,Silver Point|TN|38582|36.1006|-85.7338|1426
0.0221633268422282,Adams|MN|55909|43.5591|-92.7305|1428
0.02216795209428217,Jay|NY|12941|44.3734|-73.7247|1428
0.02217257734633614,Sears|MI|49679|43.8776|-85.1465|1428
0.02217720259839011,Norman|IN|47264|38.93|-86.2079|1428
0.022181827850444077,Freeman|MO|64746|38.6245|-94.4956|1428
0.022186453102498047,Clarence|IA|52216|41.8896|-91.0605|1428
0.022191081593524044,Pioche|NV|89043|37.8981|-114.3968|1429
0.02219571008455004,Champion|MI|49814|46.4685|-87.8306|1429
0.022200338575576038,Murray|IA|50174|41.0376|-93.953|1429
0.022204967066602035,Woodacre|CA|94973|38.0069|-122.6382|1429
0.022209595557628033,Barhamsville|VA|23011|37.4617|-76.8321|1429
0.02221422404865403,Silverlake|WA|98645|46.3163|-122.7649|1429
0.022218852539680027,Empire|MI|49630|44.8144|-85.9999|1429
0.022223481030706024,Altamont|TN|37301|35.4258|-85.7635|1429
0.022228112760704046,Norris|TN|37828|36.2005|-84.0858|1430
0.022232744490702068,Fairdealing|MO|63939|36.6704|-90.6335|1430
0.02223737622070009,Plainview|AR|72857|34.9668|-93.3099|1430
0.02224201118967014,Brockport|PA|15823|41.2822|-78.7128|1431
0.02224664615864019,Gerry|NY|14740|42.2147|-79.1649|1431
0.02225128112761024,Calumet|OK|73014|35.5476|-98.1512|1431
0.02225591609658029,Lake Park|IA|51347|43.4452|-95.3216|1431
0.02226055106555034,Howland|ME|04448|45.2456|-68.6666|1431
0.022265189273492414,Pierce|CO|80650|40.6359|-104.7638|1432
0.02226982748143449,Noble|LA|71462|31.6938|-93.7167|1432
0.022274465689376563,Monroe City|IN|47557|38.6002|-87.3641|1432
0.022279103897318638,Babson Park|MA|02457|42.18|-71.0892|1432
0.022283742105260712,Purdon|TX|76679|31.9483|-96.5856|1432
0.022288380313202787,Orangeville|IL|61060|42.4728|-89.6448|1432
0.02229302176011689,Cat Spring|TX|78933|29.7512|-96.39|1433
0.022297663207030992,Batchelor|LA|70715|30.8298|-91.6944|1433
0.022302304653945094,Island|KY|42350|37.4471|-87.1692|1433
0.022306946100859197,Thomasboro|IL|61878|40.2402|-88.183|1433
0.0223115875477733,Darlington|IN|47940|40.1118|-86.7645|1433
0.022316228994687402,Clinchco|VA|24226|37.1406|-82.3425|1433
0.02232087368057353,Sundown|TX|79372|33.4482|-102.4898|1434
0.022325518366459657,San Luis|CO|81152|37.1066|-105.4781|1434
0.022330163052345784,Ethel|MS|39067|33.1526|-89.4947|1434
0.02233480773823191,Mindoro|WI|54644|44.0287|-91.0642|1434
0.02233945242411804,Cowiche|WA|98923|46.6661|-120.7149|1434
0.022344097110004166,Porterfield|WI|54159|45.1934|-87.8062|1434
0.02234874503486232,Casstown|OH|45312|40.0716|-84.1088|1435
0.022353392959720476,Chidester|AR|71726|33.6652|-92.9969|1435
0.02235804088457863,Cecil|OH|45821|41.2174|-84.6296|1435
0.022362688809436787,Marion|MT|59925|48.0836|-114.7446|1435
0.022367336734294942,Elgin|IA|52141|42.9548|-91.6454|1435
0.022371987898125126,Conyngham|PA|18219|40.9907|-76.0564|1436
0.02237663906195531,Hunt|TX|78024|30.0027|-99.4823|1436
0.022381290225785493,Luna Pier|MI|48157|41.8146|-83.4382|1436
0.022385941389615676,Grayland|WA|98547|46.8264|-124.094|1436
0.022390595792417884,Covington|PA|16917|41.7695|-77.0005|1437
0.022395250195220092,Spurger|TX|77660|30.6387|-94.1663|1437
0.0223999045980223,Hatfield|AR|71945|34.4877|-94.3714|1437
0.022404559000824508,Schuyler|VA|22969|37.7976|-78.6925|1437
0.022409213403626716,Sorento|IL|62086|38.9693|-89.5653|1437
0.022413867806428924,Burkeville|TX|75932|31.0099|-93.6585|1437
0.02241852544820316,Noxen|PA|18636|41.4181|-76.046|1438
0.022423183089977396,Charlemont|MA|01339|42.608|-72.8901|1438
0.022427840731751632,Willow Wood|OH|45696|38.594|-82.453|1438
0.02243249837352587,Hollow Rock|TN|38342|36.0504|-88.2919|1438
0.022437156015300105,Mansfield|IL|61854|40.2147|-88.5179|1438
0.022441816896046365,Amboy|IN|46911|40.6105|-85.9497|1439
0.022446477776792626,Applegate|MI|48401|43.3619|-82.6479|1439
0.022451138657538887,Kalida|OH|45853|40.9796|-84.2192|1439
0.022455799538285148,Coulee Dam|WA|99116|48.0379|-118.9419|1439
0.022460463658003436,Bell City|LA|70630|30.1054|-93.0372|1440
0.022465127777721725,Arnoldsville|GA|30619|33.8803|-83.2341|1440
0.022469791897440014,Redby|MN|56670|47.8689|-94.9404|1440
0.022474456017158303,Shabbona|IL|60550|41.7638|-88.8752|1440
0.02247912013687659,Greenview|IL|62642|40.1017|-89.7469|1440
0.02248378425659488,Stella|MO|64867|36.7516|-94.2086|1440
0.022488451615285194,Walhalla|ND|58282|48.8808|-97.7974|1441
0.022493118973975507,Berry Creek|CA|95916|39.6776|-121.3689|1441
0.02249778633266582,Wrenshall|MN|55797|46.5921|-92.3718|1441
0.022502453691356134,Star City|IN|46985|40.9602|-86.5404|1441
0.022507124289018476,Easton|KS|66020|39.3391|-95.0999|1442
0.022511794886680817,Worley|ID|83876|47.4292|-116.9056|1442
0.02251646548434316,Oakley|ID|83346|42.194|-113.872|1442
0.0225211360820055,Mabel|MN|55954|43.5446|-91.7806|1442
0.022525809918639866,Norwich|OH|43767|39.9934|-81.8024|1443
0.022530483755274232,Callaway|MD|20620|38.2275|-76.521|1443
0.0225351575919086,Vernon|AZ|85940|35.2375|-109.523|1443
0.022539831428542965,Boykins|VA|23827|36.5951|-77.1975|1443
0.02254450850414936,Sutton|AK|99674|61.7327|-148.7837|1444
0.022549185579755753,Avalon|NJ|08202|39.0951|-74.7262|1444
0.022553862655362147,Faber|VA|22938|37.8475|-78.7565|1444
0.02255854296994057,Earlton|NY|12058|42.3527|-73.9062|1445
0.022563223284518992,Humboldt|NE|68376|40.1566|-95.9311|1445
0.022567903599097414,Ribera|NM|87560|35.3344|-105.4652|1445
0.02257258715264786,Bantam|CT|06750|41.7215|-73.252|1446
0.022577270706198308,Ellsworth|MI|49729|45.1599|-85.2633|1446
0.022581954259748755,Clarksburg|PA|15725|40.5039|-79.3677|1446
0.022586637813299202,Oklahoma City|OK|73151|35.5676|-97.4111|640470
0.02259132136684965,Alma|NE|68920|40.1189|-99.3601|1446
0.022596004920400096,Bridger|MT|59014|45.2857|-108.9082|1446
0.022600688473950543,Fallsburg|NY|12733|41.7273|-74.6154|1446
0.02260537202750099,Battle Creek|NE|68715|41.9943|-97.5982|1446
0.022610058820023465,Morning Sun|IA|52640|41.0984|-91.2581|1447
0.02261474561254594,Patoka|IN|47666|38.4143|-87.5958|1447
0.02261943564404044,Scranton|KS|66537|38.788|-95.748|1448
0.02262412567553494,Fruithurst|AL|36262|33.7717|-85.4381|1448
0.02262881570702944,Greens Fork|IN|47345|39.8916|-85.0494|1448
0.022633505738523938,Valleyford|WA|99036|47.5292|-117.2686|1448
0.022638195770018438,Commercial Point|OH|43116|39.7699|-83.0602|1448
0.022642889040484965,San Diego|CA|92145|32.8891|-117.1005|1241364
0.022647582310951493,Long Bottom|OH|45743|39.0802|-81.8887|1449
0.022652278820390045,Nesmith|SC|29580|33.6625|-79.5589|1450
0.022656975329828598,Jefferson|PA|15344|39.9334|-80.0503|1450
0.02266167183926715,Winchester|OR|97495|43.2878|-123.3055|1450
0.02266637482664976,Armstrong|IA|50514|43.4024|-94.4853|1452
0.022671077814032367,Holden|WV|25625|37.83|-82.0585|1452
0.022675780801414976,Vernon Center|NY|13477|43.0443|-75.521|1452
0.02268048702776961,Embarrass|MN|55732|47.6658|-92.2101|1453
0.022685193254124242,San Antonio|TX|78205|29.4237|-98.4925|1595797
0.022689899480478875,Addy|WA|99101|48.3364|-117.9579|1453
0.022694605706833508,Saint Bonaventure|NY|14778|42.2701|-78.6847|1453
0.02269931517216017,Rock Cave|WV|26234|38.7811|-80.3163|1454
0.02270402463748683,Palmyra|IL|62674|39.4227|-90.0311|1454
0.02270873410281349,Wellsburg|NY|14894|42.0273|-76.7723|1454
0.022713443568140153,Elk Horn|KY|42733|37.3393|-85.1918|1454
0.022718153033466814,Hazelhurst|WI|54531|45.7745|-89.7478|1454
0.0227228657377655,Pacific Junction|IA|51561|41.0271|-95.8046|1455
0.022727578442064186,Hodgen|OK|74939|34.7538|-94.6391|1455
0.02273229114636287,Walford|IA|52351|41.877|-91.8369|1455
0.022737007089633585,Inverness|MS|38753|33.349|-90.6051|1456
0.0227417230329043,Bernard|IA|52032|42.3321|-90.863|1456
0.022746438976175013,Duff|TN|37729|36.5086|-84.0454|1456
0.022751154919445727,Jack|AL|36346|31.5652|-85.971|1456
0.02275587086271644,Mounds|IL|62964|37.1188|-89.2001|1456
0.022760586805987155,Risingsun|OH|43457|41.2706|-83.4326|1456
0.02276530274925787,Cooperstown|PA|16317|41.498|-79.8757|1456
0.022770018692528583,Amargosa Valley|NV|89020|36.539|-116.5496|1456
0.02277473787477132,Wenona|IL|61377|41.0548|-89.0416|1457
0.02277945705701406,De Valls Bluff|AR|72041|34.7447|-91.4982|1457
0.022784176239256798,Ashley|IL|62808|38.306|-89.2311|1457
0.022788895421499537,Oxford|KS|67119|37.2653|-97.1761|1457
0.022793614603742275,Oregon|MO|64473|39.9809|-95.1234|1457
0.022798337024957042,Perry|MO|63462|39.4207|-91.6641|1458
0.02280305944617181,Grovertown|IN|46531|41.3496|-86.5243|1458
0.022807781867386575,Glenelg|MD|21737|39.2546|-77.0198|1458
0.02281250428860134,Kindred|ND|58051|46.6543|-97.0049|1458
0.022817226709816108,Kellogg|MN|55945|44.2739|-92.1095|1458
0.022821952370002903,Louisville|AL|36048|31.7943|-85.5581|1459
0.022826678030189698,Hartford|IL|62048|38.8278|-90.0926|1459
0.022831403690376492,Vici|OK|73859|36.1372|-99.267|1459
0.022836129350563287,Grant City|MO|64456|40.4924|-94.3979|1459
0.02284085501075008,Sicily Island|LA|71368|31.8507|-91.6807|1459
0.0228455839099089,Vickery|OH|43464|41.391|-82.899|1460
0.02285031280906772,Metlakatla|AK|99926|55.1215|-131.579|1460
0.02285504170822654,Ney|OH|43549|41.3781|-84.5269|1460
0.02285977060738536,Hershey|NE|69143|41.2102|-101.0392|1460
0.022864499506544178,Cobbtown|GA|30420|32.2642|-82.1333|1460
0.022869228405702997,Earlington|KY|42410|37.2743|-87.5131|1460
0.022873957304861817,Tonica|IL|61370|41.2327|-89.089|1460
0.022878686204020636,South Beach|OR|97366|44.5712|-124.06|1460
0.022883415103179455,Lewiston|CA|96052|40.746|-122.8426|1460
0.022888147241310303,Milano|TX|76556|30.7304|-96.8807|1461
0.02289287937944115,Brinson|GA|39825|30.9788|-84.7373|1461
0.022897611517571997,Blue Hill|NE|68930|40.311|-98.427|1461
0.022902343655702845,Rawson|OH|45881|41.0001|-83.807|1461
0.022907075793833692,Caldwell|KS|67022|37.0452|-97.6247|1461
0.022911811170936564,Spring Run|PA|17262|40.1734|-77.7092|1462
0.022916546548039436,Crawford|NE|69339|42.6758|-103.4053|1462
0.022921285164114336,Summit Point|WV|25446|39.2338|-77.9586|1463
0.022926023780189236,West Stockbridge|MA|01266|42.3348|-73.3825|1463
0.022930762396264136,West Point|KY|40177|37.9954|-85.9545|1463
0.02293550425131106,Fall River Mills|CA|96028|41.0393|-121.4606|1464
0.022940246106357986,Chambers|AZ|86502|35.2375|-109.523|1464
0.02294498796140491,Kasota|MN|56050|44.2842|-93.9453|1464
0.022949729816451835,Houston|DE|19954|38.9114|-75.5064|1464
0.022954474910470788,Westpoint|IN|47992|40.3581|-87.0575|1465
0.02295922000448974,South Effingham|NH|03882|43.7212|-71.0021|1465
0.022963965098508694,Pownal|ME|04069|43.89|-70.1955|1465
0.022968710192527646,Cave Springs|AR|72718|36.2738|-94.2183|1465
0.0229734552865466,Dolomite|AL|35061|33.4654|-86.9564|1465
0.022978200380565552,Canton|KS|67428|38.3858|-97.4291|1465
0.022982948713556533,Malin|OR|97632|42.0195|-121.4221|1466
0.022987697046547514,Adams|NE|68301|40.4576|-96.5396|1466
0.022992445379538495,Surry|ME|04684|44.4883|-68.5063|1466
0.022997193712529476,Thornton|TX|76687|31.4083|-96.5024|1466
0.02300194528449248,Appleton|NY|14008|43.3105|-78.6372|1467
0.023006696856455486,Williamsfield|OH|44093|41.5383|-80.5964|1467
0.023011448428418492,Odebolt|IA|51458|42.3095|-95.25|1467
0.023016200000381497,Kykotsmovi Village|AZ|86039|35.2857|-110.2887|1467
0.023020951572344503,Henderson|NE|68371|40.7814|-97.7979|1467
0.02302570314430751,La Crosse|KS|67548|38.5311|-99.3097|1467
0.023030457955242542,Urbana|IA|52345|42.2365|-91.8881|1468
0.023035212766177576,Medford|OK|73759|36.8142|-97.7202|1468
0.02303996757711261,Shuqualak|MS|39361|32.9769|-88.5594|1468
0.023044725627019667,Lena|LA|71447|31.4207|-92.8312|1469
0.023049483676926726,Hickory|PA|15340|40.2925|-80.3025|1469
0.023054241726833784,Cresson|PA|16699|40.4845|-78.7022|6549
0.023058999776740842,Hartwick|NY|13348|42.695|-75.055|1469
0.0230637578266479,Rapidan|VA|22733|38.3392|-78.0476|1469
0.023068519115526986,Genesee|PA|16923|41.9401|-77.8725|1539
0.023073280404406073,Sanford|CO|81151|37.2087|-105.9286|1470
0.02307804169328516,Point Of Rocks|MD|21777|39.2791|-77.5328|1470
0.023082802982164245,Milroy|IN|46156|39.4955|-85.5044|1470
0.02308756427104333,Osceola|NE|68651|41.1966|-97.5571|1470
0.023092325559922418,Grandview|TN|37337|35.7608|-84.8615|1470
0.02309709008777353,Centerville|SD|57014|43.1176|-96.9636|1471
0.02310185461562464,Valley Springs|SD|57068|43.5773|-96.4956|1512
0.02310661914347575,Almena|WI|54805|45.4195|-92.0027|1471
0.02311138691029889,Palisades|NY|10964|41.0103|-73.925|1472
0.02311615467712203,Van Dyne|WI|54979|43.8734|-88.51|1472
0.023120922443945167,Bryant Pond|ME|04219|44.3957|-70.6435|1472
0.023125690210768306,Manor|PA|15665|40.3359|-79.6607|1472
0.023130461216563473,Chandlersville|OH|43727|39.8897|-81.8301|1473
0.02313523222235864,Fowler|IL|62338|39.9925|-91.2452|1473
