asset_classes,products,maturity_buckets,business_units,pd_bucket,legal_entities,transaction_id,exposure,RWA,reporting_date
Multilateral development banks,Loans,1 year ≤ residual maturity < 2 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_845556,146.37192519133583,60.63451346538347,2020-05-31
Banks,Debt securities,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_184244,541.2995106081254,94.6176938293561,2020-05-31
Securities firms,Other investments,5 years ≤ residual maturity < 10 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_950831,945.2879862828817,208.63482960553705,2020-05-31
Corporates,Loans,> 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_416962,448.6587672771784,235.47045696186873,2020-05-31
Regulatory retail portfolios,Debt securities,>1y,Personal Banking,0.75 to < 2.50,iBank filial,transaction_173418,648.0370958082814,171.95957821485982,2020-05-31
Sovereigns and their central banks,Other investments,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_932460,302.55742820879743,113.80272873889048,2020-05-31
Non-central government public sector entities,Loans,2 years ≤ residual maturity < 5 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_661434,275.2455543261225,43.54431584498245,2020-05-31
Multilateral development banks,Debt securities,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,100 default,iBank filial,transaction_059768,235.82150014326947,37.095825653585315,2020-05-31
Banks,Other investments,> 10 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_891266,183.55076954526825,46.077802331508316,2020-05-31
Securities firms,Loans,>1y,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_853281,651.0842116764564,97.10890637952684,2020-05-31
Corporates,Debt securities,1 year ≤ residual maturity < 2 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_755341,72.15075808757749,10.536873602019194,2020-05-31
Regulatory retail portfolios,Other investments,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_358353,865.1422218202739,238.5162125284817,2020-05-31
Sovereigns and their central banks,Loans,5 years ≤ residual maturity < 10 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_667904,649.450015124166,454.1238109503288,2020-05-31
Non-central government public sector entities,Debt securities,> 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_319288,798.9194051208551,375.0436849850211,2020-05-31
Multilateral development banks,Other investments,>1y,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_616466,96.08364397822939,43.98948910092769,2020-05-31
Banks,Loans,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_160330,638.0529575245466,243.64348915283247,2020-05-31
Securities firms,Debt securities,2 years ≤ residual maturity < 5 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_567872,761.042566146105,243.09852465267625,2020-05-31
Corporates,Other investments,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_767993,684.6366672880218,180.01055532814863,2020-05-31
Regulatory retail portfolios,Loans,> 10 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_451468,710.5794710225996,203.443375850858,2020-05-31
Sovereigns and their central banks,Debt securities,>1y,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_146646,311.9989258512042,48.24743408157596,2020-05-31
Non-central government public sector entities,Other investments,1 year ≤ residual maturity < 2 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_196218,390.32231476690754,149.77907020009002,2020-05-31
Multilateral development banks,Loans,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_397428,245.64371276639824,43.986606102234795,2020-05-31
Banks,Debt securities,5 years ≤ residual maturity < 10 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_547891,202.2543664279244,115.9598093993908,2020-05-31
Securities firms,Other investments,> 10 years,Asset & Wealth Management,100 default,iBank CIB,transaction_684787,394.2721011823153,147.03536667561957,2020-05-31
Corporates,Loans,>1y,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_216529,102.36038725713172,68.61187647625745,2020-05-31
Regulatory retail portfolios,Debt securities,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_658105,565.3091925108844,188.8057372264178,2020-05-31
Sovereigns and their central banks,Other investments,2 years ≤ residual maturity < 5 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_637311,427.05795901413995,97.31452010068415,2020-05-31
Non-central government public sector entities,Loans,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_951540,208.23915526495284,89.02965291405172,2020-05-31
Multilateral development banks,Debt securities,> 10 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_219047,729.7335731387293,163.95426419724748,2020-05-31
Banks,Other investments,>1y,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_662087,481.52942860851323,255.03829530672607,2020-05-31
Securities firms,Loans,1 year ≤ residual maturity < 2 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_221446,317.0205873987979,92.89807405466631,2020-05-31
Corporates,Debt securities,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,100 default,iBank filial,transaction_132348,225.47204784924944,128.8917328400931,2020-05-31
Regulatory retail portfolios,Other investments,5 years ≤ residual maturity < 10 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_192579,792.8549442225338,93.32956082880982,2020-05-31
Sovereigns and their central banks,Loans,> 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_134218,642.0657979269749,454.80621558489634,2020-05-31
Non-central government public sector entities,Debt securities,>1y,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_258830,695.1878892062917,309.9897017384992,2020-05-31
Multilateral development banks,Other investments,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_070481,410.7696434829826,175.10346267159625,2020-05-31
Banks,Loans,2 years ≤ residual maturity < 5 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_587415,167.91797067453933,99.66469004124868,2020-05-31
Securities firms,Debt securities,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_448032,434.5276145422845,138.55665583306896,2020-05-31
Corporates,Other investments,> 10 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_502367,885.4224701212163,236.25471660824994,2020-05-31
Regulatory retail portfolios,Loans,>1y,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_589285,315.3791136921032,175.9049149764187,2020-05-31
Sovereigns and their central banks,Debt securities,1 year ≤ residual maturity < 2 years,Personal Banking,0.00 to < 0.15,iBank filial,transaction_981777,750.4720041715244,165.7122379491774,2020-05-31
Non-central government public sector entities,Other investments,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_579109,33.689510917474415,8.499511602359053,2020-05-31
Multilateral development banks,Loans,5 years ≤ residual maturity < 10 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_980023,776.711832673856,254.4807535306543,2020-05-31
Banks,Debt securities,> 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_579381,376.866187069107,125.62463204547447,2020-05-31
Securities firms,Other investments,>1y,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_189269,713.380237877473,486.11551243739854,2020-05-31
Corporates,Loans,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_988448,484.3673332676089,128.1976678915328,2020-05-31
Regulatory retail portfolios,Debt securities,2 years ≤ residual maturity < 5 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_170725,1019.5878197583627,334.9887486632583,2020-05-31
Sovereigns and their central banks,Other investments,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,100 default,iBank CIB,transaction_070677,138.94837405008198,62.50290051456585,2020-05-31
Non-central government public sector entities,Loans,> 10 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_204461,421.24789900552645,79.90244538991111,2020-05-31
Multilateral development banks,Debt securities,>1y,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_385367,39.37614321780401,6.2854058947984015,2020-05-31
Banks,Other investments,1 year ≤ residual maturity < 2 years,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_991682,342.50621737641967,145.3156145676987,2020-05-31
Securities firms,Loans,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_068636,653.8776731568963,304.9574700002944,2020-05-31
Corporates,Debt securities,5 years ≤ residual maturity < 10 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_270052,592.8999109426555,138.59651515136164,2020-05-31
Regulatory retail portfolios,Other investments,> 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_730274,445.20506059683987,399.6441623166007,2020-05-31
Sovereigns and their central banks,Loans,>1y,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_505127,1174.914477655808,169.7146419137913,2020-05-31
Non-central government public sector entities,Debt securities,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,100 default,iBank filial,transaction_697833,644.5965933318638,143.01844693286827,2020-05-31
Multilateral development banks,Other investments,2 years ≤ residual maturity < 5 years,Personal Banking,0.00 to < 0.15,iBank CIB,transaction_315514,720.3437380732036,630.663177165824,2020-05-31
Banks,Loans,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank Finance Ltd,transaction_752386,508.9867821079806,353.9170557451993,2020-05-31
Securities firms,Debt securities,> 10 years,Wholesale Banking,0.25 to < 0.50,iBank filial,transaction_779674,826.9389249021601,355.05502720069325,2020-05-31
Corporates,Other investments,>1y,Asset & Wealth Management,0.50 to < 0.75,iBank CIB,transaction_492854,364.3850308797701,178.19831929235727,2020-05-31
Regulatory retail portfolios,Loans,1 year ≤ residual maturity < 2 years,Personal Banking,0.75 to < 2.50,iBank Finance Ltd,transaction_857354,205.7310449826094,108.62838213175615,2020-05-31
Sovereigns and their central banks,Debt securities,2 years ≤ residual maturity < 5 years,Commercial & Business Banking,2.50 to < 10.00,iBank filial,transaction_898618,1257.5438443476814,544.273951459276,2020-05-31
Non-central government public sector entities,Other investments,5 years ≤ residual maturity < 10 years,Wholesale Banking,10.00 to < 100,iBank CIB,transaction_681523,1218.5377175423246,221.87070063822296,2020-05-31
Multilateral development banks,Loans,> 10 years,Asset & Wealth Management,100 default,iBank Finance Ltd,transaction_688905,735.2771781932971,258.4769873587936,2020-05-31
Banks,Debt securities,>1y,Personal Banking,0.00 to < 0.15,iBank filial,transaction_912185,362.3685927851868,117.27281330207578,2020-05-31
Securities firms,Other investments,1 year ≤ residual maturity < 2 years,Commercial & Business Banking,0.15 to < 0.25,iBank CIB,transaction_575417,821.2247183088979,179.66315473113963,2020-05-31
Corporates,Loans,2 years ≤ residual maturity < 5 years,Wholesale Banking,0.25 to < 0.50,iBank Finance Ltd,transaction_799259,928.9609016672279,480.28306018187004,2020-05-31
Regulatory retail portfolios,Debt securities,5 years ≤ residual maturity < 10 years,Asset & Wealth Management,0.50 to < 0.75,iBank filial,transaction_160076,488.2748452297668,179.89624845771417,2020-05-31
Sovereigns and their central banks,Other investments,> 10 years,Personal Banking,0.75 to < 2.50,iBank CIB,transaction_122392,1056.2704317558776,183.43502784700922,2020-05-31
Non-central government public sector entities,Loans,>1y,Commercial & Business Banking,2.50 to < 10.00,iBank Finance Ltd,transaction_227647,221.67235422596713,109.5475343666412,2020-05-31
Multilateral development banks,Debt securities,1 year ≤ residual maturity < 2 years,Wholesale Banking,10.00 to < 100,iBank filial,transaction_817851,519.0595975494655,348.58778821901103,2020-05-31
Banks,Other investments,2 years ≤ residual maturity < 5 years,Asset & Wealth Management,100 default,iBank CIB,transaction_176780,793.6816362233315,163.5325532402877,2020-05-31
Securities firms,Loans,5 years ≤ residual maturity < 10 years,Personal Banking,0.00 to < 0.15,iBank Finance Ltd,transaction_133223,254.42004241864998,67.98595463708641,2020-05-31
Corporates,Debt securities,> 10 years,Commercial & Business Banking,0.15 to < 0.25,iBank filial,transaction_128626,817.5609773119933,332.9666365111967,2020-05-31
Regulatory retail portfolios,Other investments,>1y,Wholesale Banking,0.25 to < 0.50,iBank CIB,transaction_960214,417.04632260039403,116.16359851488033,2020-05-31
Sovereigns and their central banks,Loans,1 year ≤ residual maturity < 2 years,Asset & Wealth Management,0.50 to < 0.75,iBank Finance Ltd,transaction_400096,240.58347438406352,85.13838415833303,2020-05-31
Non-central government public sector entities,Debt securities,2 years ≤ residual maturity < 5 years,Personal Banking,0.75 to < 2.50,iBank filial,transaction_847535,1076.8376054306198,254.924045899191,2020-05-31
Multilateral development banks,Other investments,5 years ≤ residual maturity < 10 years,Commercial & Business Banking,2.50 to < 10.00,iBank CIB,transaction_256520,282.01510956203373,89.67633613826658,2020-05-31
Banks,Loans,> 10 years,Wholesale Banking,10.00 to < 100,iBank Finance Ltd,transaction_472896,114.87294849338045,51.837297280606435,2020-05-31
Securities firms,Debt securities,>1y,Asset & Wealth Management,100 default,iBank filial,transaction_889612,390.14949587467555,129.15474749040732,2020-05-31
